Donor_Group	Recip_Group	Frag_Length	Gene	Recipient_strains
11	11	56	znuA	ERR129179,ERR124241,ERR124293,ERR069703,ERR129087,ERR067962,ERR129148,ERR069749,ERR124277,ERR129074,ERR065300,ERR065324,ERR065329,ERR129200,ERR068019,ERR129099,ERR124250,ERR124316,ERR129086,ERR069834,ERR069726,ERR129143,ERR124299,ERR068002,ERR124236,ERR068029,ERR124279,ERR129163,ERR129134,ERR065351,ERR067988,ERR129035,ERR124301,ERR069728,ERR124290,ERR129119,ERR124273,ERR069733,ERR129104,ERR067963,ERR067970,ERR067992,ERR124275,ERR129089,ERR068033
12	16a	160	znuA	ERR124257,ERR129185
12	16c	160	znuA	ERR124247
11	16g	56	znuA	ERR068016,ERR129066,ERR065304,ERR065959,ERR067991,ERR129038,ERR124230
14	14	182	dps	ERR069825
5	8	63	dps	ERR124280
14	8	182	dps	ERR065288
5	15	87	dps	ERR065314,ERR129078
12	16g	57	deoC	ERR065294
1	14	31	udk_1	ERR129128
12	6	19	pacS	ERR069786,ERR129176,ERR124319,ERR129117,ERR129213,ERR129042,ERR124235,ERR129157,ERR124288,ERR069708,ERR129167,ERR124308,ERR129043,ERR124227,ERR065303,ERR068023,ERR124294,ERR124297,ERR124286
12	16f	19	pacS	ERR129064
12	16b	19	pacS	ERR129102,ERR129071
12	10	19	pacS	ERR068025,ERR069811,ERR129152,ERR065327,ERR129039,ERR124232,ERR124254,ERR065298,ERR129203,ERR124264,ERR067997,ERR069766,ERR129169,ERR124317
12	1	19	pacS	ERR069823,ERR124256,ERR069712,ERR069809,ERR068048,ERR067964,ERR069835,ERR065350,ERR129051,ERR069746,ERR065968,ERR069812,ERR129132,ERR065292,ERR069690,ERR068018,ERR069768,ERR065967,ERR129090,ERR065344,ERR068020,ERR067977,ERR069715,ERR065962,ERR069731,ERR069755,ERR124285,ERR124265,ERR069765,ERR129113,ERR065347,ERR068013,ERR124231,ERR124304,ERR124282,ERR069732,ERR129058,ERR065330,ERR069719,ERR069770,ERR069721,ERR069740,ERR124237,ERR129201
12	2	19	pacS	ERR068041
12	5	19	pacS	ERR129105,ERR129196,ERR129195,ERR065301,ERR065342,ERR129144,ERR129077,ERR067998,ERR124320,ERR069818,ERR069714,ERR129053,ERR068010,ERR129182,ERR069799
12	16c	19	pacS	ERR124247,ERR069773,ERR065302,ERR129187,ERR129040,ERR068039,ERR129124,ERR065321,ERR129188,ERR129056,ERR069775,ERR069808
12	6	19	pacS	ERR068030
9	16b	59	group_69	ERR129028,ERR129083,ERR129216,ERR129136,ERR065315,ERR129202,ERR129138,ERR129103,ERR129030
1	16c	83	group_69	ERR068009
12	16f	141	pyrH	ERR129064
12	13	141	pyrH	ERR069709,ERR068001,ERR065353,ERR069710,ERR129027,ERR068004,ERR069734,ERR129092,ERR069827,ERR069788,ERR069784,ERR068043,ERR129115
16c	16b	148	yabA	ERR129028,ERR129083,ERR129216,ERR129136,ERR129202,ERR129138,ERR129103,ERR129030
16c	16c	148	yabA	ERR124247,ERR124271,ERR129041,ERR129181,ERR129045,ERR124289,ERR124309,ERR129184
16c	10	148	yabA	ERR124310,ERR129048,ERR065309,ERR124305,ERR129111,ERR124253,ERR065316,ERR124217,ERR124266,ERR069757,ERR129145
16c	4	148	yabA	ERR068037,ERR069686,ERR069688,ERR067996,ERR065343,ERR067995,ERR065338,ERR069778,ERR124318,ERR067987
6	16c	17	group_547	ERR065299
16b	12	409	group_715	ERR065974,ERR065341,ERR129130,ERR065965,ERR124278,ERR065289,ERR065296
8	16c	267	mutS2	ERR069820
7	13	210	ydcV	ERR068005,ERR129027,ERR124223,ERR069759,ERR069741,ERR129115,ERR067979
12	16b	104	ydcV	ERR129151,ERR069815
12	16c	104	ydcV	ERR129187,ERR129047
7	16g	210	ydcV	ERR069742,ERR065352
7	8	210	ydcV	ERR069795,ERR065970,ERR069751,ERR069711,ERR067960,ERR069691
7	9	210	ydcV	ERR129065,ERR129029,ERR124287,ERR129146,ERR129052,ERR129055,ERR068027,ERR129106,ERR129116,ERR069830,ERR124219,ERR069800,ERR065311,ERR065966,ERR067976,ERR069790,ERR065355,ERR069777,ERR069807,ERR065306,ERR129082,ERR069743,ERR067980,ERR065955,ERR065322,ERR129205,ERR129192,ERR069736,ERR065339,ERR067973,ERR065331,ERR129141,ERR129133,ERR129171
7	10	210	ydcV	ERR069811
7	16a	210	ydcV	ERR129212,ERR069748,ERR069689,ERR129180,ERR068006,ERR069832,ERR069716,ERR069750,ERR069701,ERR067983,ERR067989
7	16c	210	ydcV	ERR129045
16b	16c	167	ydcV	ERR129044,ERR129194
12	13	39	ctpC	ERR068005,ERR069759,ERR069741,ERR067979
12	6	39	ctpC	ERR124319,ERR124288,ERR124294,ERR124297,ERR124286
12	9	39	ctpC	ERR069743
12	16h	39	ctpC	ERR069785,ERR129162,ERR065958,ERR069797,ERR069821
16b	5	55	group_585	ERR129144,ERR129105,ERR129195,ERR065301,ERR065342,ERR129077,ERR067998,ERR069818,ERR069714,ERR129053,ERR129182,ERR069799
16b	16c	55	group_585	ERR069808
16c	11	54	leuS	ERR129179,ERR124241,ERR124293,ERR069703,ERR129087,ERR067962,ERR129148,ERR069749,ERR124277,ERR129074,ERR065300,ERR065324,ERR065329,ERR129200,ERR068019,ERR129099,ERR124250,ERR124316,ERR129086,ERR069834,ERR069726,ERR129143,ERR124299,ERR068002,ERR124236,ERR068029,ERR124279,ERR129163,ERR129134,ERR065351,ERR067988,ERR129035,ERR124301,ERR069728,ERR124290,ERR129119,ERR124273,ERR129173,ERR069733,ERR129104,ERR067963,ERR067970,ERR067992,ERR124275,ERR129089,ERR068033
8	16a	480	leuS	ERR069814,ERR068007,ERR124257,ERR069789,ERR068021,ERR129185,ERR067972
8	16g	480	leuS	ERR068016,ERR129066,ERR065304,ERR065959,ERR067991,ERR129038,ERR124230
16g	16c	17	leuS	ERR068009
13	16d	1018	leuS	ERR069735
13	16c	1018	leuS	ERR069792,ERR065325,ERR065960,ERR069722,ERR065349,ERR068022
13	1	1018	leuS	ERR069823,ERR124256,ERR069712
8	16c	480	leuS	ERR069808
13	11	1018	leuS	ERR129179,ERR124241,ERR124293,ERR069703,ERR129087
3	16c	1463	leuS	ERR129110,ERR069722,ERR065349,ERR068022
3	16g	1463	leuS	ERR069742
13	14	1018	leuS	ERR069700,ERR067966,ERR067969
8	13	480	leuS	ERR069709
13	16g	1018	leuS	ERR124244
16c	11	250	leuS	ERR129179,ERR124241,ERR124293,ERR069703,ERR129087,ERR067962,ERR129148,ERR069749,ERR124277,ERR129074,ERR065300,ERR065324,ERR065329,ERR129200,ERR068019,ERR129099,ERR124250,ERR124316,ERR129086,ERR069834,ERR069726,ERR129143,ERR124299,ERR068002,ERR124236,ERR068029,ERR124279,ERR129163,ERR129134,ERR065351,ERR067988,ERR129035,ERR124301,ERR069728,ERR124290,ERR129119,ERR124273,ERR129173,ERR069733,ERR129104,ERR067963,ERR067970,ERR067992,ERR124275,ERR129089,ERR068033
16c	16b	36	leuS	ERR129102,ERR129071
16c	8	243	leuS	ERR068044
3	9	1463	leuS	ERR065339,ERR129107,ERR129155,ERR068027,ERR069802,ERR129106,ERR129116,ERR129147,ERR065345,ERR065311,ERR067967,ERR129161,ERR068015,ERR069777,ERR065346,ERR067980,ERR065955,ERR065322,ERR129208
8	12	480	leuS	ERR065974,ERR067993,ERR069841
3	6	1463	leuS	ERR069786,ERR124319,ERR124288
16c	16f	250	leuS	ERR069840
11	16b	42	lacE_1	ERR069772,ERR069806,ERR069816
1	16h	113	group_1330	ERR067982
1	16b	113	group_1330	ERR065315,ERR069739,ERR069695
16g	8	422	thiO	ERR065972
16g	10	422	thiO	ERR065309,ERR124310,ERR129048
16g	16c	422	thiO	ERR069764,ERR129044
16g	16b	422	thiO	ERR129028,ERR129083,ERR129216,ERR069824,ERR069729
16g	9	422	thiO	ERR129065,ERR129029,ERR069826,ERR129107,ERR129155,ERR129052,ERR069780,ERR068027,ERR069802,ERR129106,ERR129116
16g	12	422	thiO	ERR065974,ERR065341,ERR129130,ERR065965,ERR067993
16g	14	422	thiO	ERR067966,ERR067969,ERR124314,ERR069744
16g	6	422	thiO	ERR069786,ERR124319,ERR129117,ERR129157,ERR124288
16g	2	422	thiO	ERR068041
12	16c	221	group_1351	ERR129044,ERR129194
12	16f	221	group_1351	ERR069840
12	16f	59	group_4034	ERR124226,ERR129064,ERR069769
12	16f	5	yjjP	ERR129064
12	16g	29	nadD	ERR065294
12	16f	29	nadD	ERR069840
12	5	29	nadD	ERR129196,ERR129144,ERR129077,ERR068010,ERR129182
12	16c	29	nadD	ERR068014,ERR129094,ERR129206,ERR124258,ERR129095
12	8	29	nadD	ERR065305,ERR069795,ERR068008,ERR129129,ERR069796,ERR069771,ERR065970,ERR065972,ERR129063,ERR065287,ERR124229,ERR129149,ERR069833,ERR129140,ERR069831,ERR124315,ERR069751,ERR069687,ERR069817,ERR129207,ERR129160,ERR129170,ERR068044,ERR129112,ERR068017,ERR124269,ERR069717,ERR129108,ERR069711,ERR129059,ERR067960,ERR068050,ERR129032,ERR065317,ERR069774,ERR069829,ERR129120,ERR129197,ERR069696,ERR129072,ERR067984,ERR068045,ERR069781,ERR129186,ERR069805,ERR124220,ERR129183,ERR068034,ERR069691,ERR129153,ERR124281,ERR124267,ERR069745,ERR129081,ERR129142,ERR124284,ERR129175,ERR124263,ERR069704,ERR129025,ERR129209,ERR069761,ERR129034,ERR069828,ERR129046,ERR124225,ERR068011,ERR065288,ERR129091,ERR065291,ERR129121,ERR129123,ERR129174,ERR065337,ERR124251,ERR065975,ERR124234,ERR068038,ERR129125,ERR069705,ERR065328,ERR124313,ERR069758,ERR124280,ERR129033,ERR069684,ERR129190,ERR069753,ERR069776,ERR069794,ERR124295,ERR065340,ERR068024,ERR065323,ERR065319,ERR124270
12	16b	29	nadD	ERR129102,ERR129071
12	14	29	nadD	ERR069700,ERR067966,ERR067969,ERR124314,ERR069787,ERR069744,ERR069825,ERR129128,ERR069763,ERR069747,ERR124303,ERR065963
12	3	29	nadD	ERR065332,ERR069725,ERR129026,ERR069698,ERR124274,ERR124283,ERR065293,ERR124221,ERR068026,ERR065297,ERR129061,ERR065320,ERR069724,ERR068042,ERR124249,ERR129198,ERR067978,ERR068032,ERR124239,ERR068028,ERR124272,ERR124300,ERR129054,ERR129060,ERR068049
12	15	29	nadD	ERR124222,ERR129075,ERR069706,ERR069843,ERR124255,ERR065973,ERR069720,ERR068003,ERR068035,ERR129062,ERR124233,ERR069791,ERR068036,ERR069842,ERR129036,ERR069699,ERR069793,ERR129031,ERR129049,ERR067990,ERR069762,ERR067999,ERR129193
9	10	150	group_165	ERR124266
11	9	1721	group_165	ERR069694
11	1	1721	group_165	ERR129126
8	2	12	group_1665	ERR069702
16g	10	623	dnaE2	ERR068025,ERR069811,ERR129152,ERR065327,ERR129039,ERR124232,ERR067994,ERR124254,ERR065298,ERR129203,ERR124264,ERR067997,ERR129169,ERR124317
7	16b	393	dnaE2	ERR129151,ERR069815
16g	16h	623	dnaE2	ERR129162,ERR065958
16g	16a	623	dnaE2	ERR129212,ERR069748,ERR069689,ERR129180,ERR068006,ERR069832,ERR069716,ERR069750,ERR069701,ERR067983,ERR067989
16g	8	623	dnaE2	ERR068050
16g	16c	623	dnaE2	ERR124271,ERR124218,ERR124258,ERR124306,ERR065312
7	14	393	dnaE2	ERR069700,ERR067966,ERR067969,ERR124314,ERR069787,ERR069744,ERR069825,ERR129128,ERR069763,ERR069747,ERR124303,ERR065963
7	16c	393	dnaE2	ERR065325,ERR065960,ERR129050,ERR129181,ERR065299
7	4	393	dnaE2	ERR068037,ERR069686,ERR069688,ERR067996,ERR065343,ERR067995,ERR065338,ERR069778,ERR124318,ERR067987
9	16f	22	gtaB	ERR069840
16b	16a	98	gtaB	ERR129212,ERR069748,ERR069689,ERR129180,ERR068006,ERR069832,ERR069716,ERR069750,ERR069701,ERR067983,ERR067989
9	7	22	gtaB	ERR124228,ERR067961,ERR124292,ERR124312,ERR069718,ERR124224,ERR124243,ERR124276,ERR129067,ERR129073
9	14	22	gtaB	ERR069700,ERR067966,ERR067969,ERR124314,ERR069787,ERR069744,ERR069825,ERR129128,ERR069763,ERR069747,ERR124303,ERR065963
9	16c	22	gtaB	ERR124247,ERR069773,ERR065302,ERR129040,ERR068039,ERR129045,ERR129124,ERR065321,ERR068009,ERR129188,ERR129056,ERR069775
9	6	22	gtaB	ERR129176,ERR129117,ERR129213,ERR129042,ERR124235,ERR129157,ERR069708,ERR129167,ERR124308,ERR129043,ERR124227,ERR065303,ERR068023
9	16h	22	gtaB	ERR124252
16b	16b	98	gtaB	ERR129151,ERR069815
9	3	22	gtaB	ERR065332,ERR069725,ERR129026,ERR069698,ERR124274,ERR124283,ERR065293,ERR124221,ERR068026,ERR065297,ERR129061,ERR065320,ERR069724,ERR068042,ERR124249,ERR129198,ERR067978,ERR068032,ERR124239,ERR068028,ERR124272,ERR124300,ERR129054,ERR129060,ERR068049
16c	16d	27	group_860	ERR069735,ERR069819,ERR065295,ERR069813,ERR069838
16b	16d	139	group_624	ERR069813
16g	9	374	desK	ERR069743
16g	1	374	desK	ERR124285
8	16h	572	desK	ERR069785,ERR069797,ERR069821
11	16g	161	gabR	ERR124244,ERR068016,ERR129066,ERR065304,ERR065959,ERR067991,ERR129038,ERR124230
11	10	161	gabR	ERR069766
11	16c	161	gabR	ERR069820,ERR129084
11	16e	161	gabR	ERR067975
11	13	161	gabR	ERR068005,ERR129027,ERR124223,ERR069759,ERR069741,ERR129115,ERR067979
11	16f	161	gabR	ERR069840
11	9	161	gabR	ERR124287,ERR129065,ERR069826,ERR129076,ERR129055,ERR069780,ERR065307,ERR065313,ERR129082,ERR129098
11	8	161	gabR	ERR069795,ERR065970,ERR069751,ERR069711,ERR067960,ERR069691
11	16b	161	gabR	ERR129102,ERR129071
16c	16c	168	divIB	ERR069773,ERR065302,ERR129040,ERR068039,ERR129124,ERR065321,ERR129188,ERR129056,ERR069775
2	15	27	divIB	ERR124222,ERR129075,ERR069706,ERR069843,ERR124255,ERR065973,ERR069720,ERR068035,ERR129062,ERR124233,ERR069791,ERR068036,ERR065314,ERR069842,ERR129036,ERR129078,ERR069699,ERR069793,ERR129031,ERR129049,ERR067990,ERR069762,ERR067999,ERR129193
15	16b	74	stkP	ERR129028,ERR129083,ERR129216,ERR129136,ERR129202,ERR129138,ERR129103,ERR129030
15	16d	74	stkP	ERR069782
15	7	74	stkP	ERR124228,ERR067961,ERR124292,ERR124312,ERR069718,ERR124224,ERR124243,ERR124276,ERR129067,ERR129073
15	16c	74	stkP	ERR069773,ERR065302,ERR129040,ERR124218,ERR068039,ERR129181,ERR129124,ERR065321,ERR124258,ERR129188,ERR129056,ERR069775,ERR124306,ERR065312
16c	16h	148	group_3368	ERR129162,ERR065958
1	16c	259	prmA	ERR124247,ERR129045,ERR069808
16c	13	326	prmA	ERR068005,ERR065353,ERR129027
16c	12	326	prmA	ERR067993
16e	16c	393	prmA	ERR124218,ERR129110
16b	16c	366	prmA	ERR065325,ERR065960,ERR129050,ERR065299
16c	16c	326	prmA	ERR129044
16c	1	326	prmA	ERR069712,ERR129051,ERR065968,ERR129132,ERR069690,ERR068018,ERR069768,ERR129090,ERR068020,ERR067977,ERR069715,ERR129113,ERR068013,ERR124304,ERR124282,ERR129058,ERR124237
9	16h	134	group_1590	ERR124252
9	5	134	group_1590	ERR129105,ERR129196,ERR129195,ERR065301,ERR065342,ERR129144,ERR129077,ERR067998,ERR124320,ERR069818,ERR069714,ERR129053,ERR068010,ERR129182,ERR069799
9	16c	134	group_1590	ERR129110
16c	15	18	group_1527	ERR065314
16d	16c	167	group_1527	ERR124258
16c	16d	62	group_1527	ERR069735,ERR069838
4	16b	110	trkG	ERR129151
2	10	349	trkG	ERR124310
16h	16c	492	trkG	ERR069820,ERR129084
2	16c	349	trkG	ERR129044,ERR129194
4	10	110	trkG	ERR068025
4	12	110	trkG	ERR065974,ERR065341,ERR129130,ERR065965,ERR124278,ERR065289,ERR065296
13	16a	82	group_2227	ERR129212,ERR069748,ERR069689,ERR129180,ERR068006,ERR069832,ERR069716,ERR069750,ERR069701
16f	16c	445	group_2227	ERR069764,ERR069808
16f	4	445	group_2227	ERR069688
16f	16h	445	group_2227	ERR067982
13	16e	82	group_2227	ERR067975
13	16c	82	group_2227	ERR129187,ERR068014,ERR129094,ERR124271,ERR129206,ERR129041,ERR124289,ERR124309,ERR129184
13	1	82	group_2227	ERR069823,ERR069712,ERR069835,ERR129051,ERR069746,ERR065968,ERR069812,ERR129132,ERR065292,ERR069690,ERR068018,ERR069768,ERR065967,ERR129090,ERR065344,ERR068020,ERR067977,ERR069715,ERR065962,ERR069755
15	6	47	exoA	ERR069786,ERR129176,ERR124319,ERR129117,ERR069685,ERR129213,ERR129042,ERR124235,ERR129157,ERR124288,ERR069708,ERR129167,ERR069798,ERR124308,ERR129043,ERR065971,ERR124227,ERR129168,ERR065303,ERR068023,ERR129172,ERR124294,ERR068030,ERR065969,ERR069693,ERR069779,ERR124297,ERR124286
15	6	21	exoA	ERR069786,ERR129176,ERR124319,ERR129117,ERR069685,ERR129213,ERR129042,ERR124235,ERR129157,ERR124288,ERR069708,ERR129167,ERR069798,ERR124308,ERR129043,ERR065971,ERR124227,ERR129168,ERR065303,ERR068023,ERR129172,ERR124294,ERR068030,ERR065969,ERR069693,ERR069779,ERR124297,ERR124286
15	15	21	exoA	ERR124222,ERR129075,ERR069843,ERR124255,ERR065973,ERR069720,ERR068003,ERR068035,ERR129062,ERR124233,ERR069791,ERR068036,ERR065314
15	16g	21	exoA	ERR069742,ERR065294,ERR065352
15	16g	47	exoA	ERR069742,ERR065294,ERR065352
15	9	47	exoA	ERR067980
15	16a	21	exoA	ERR129212,ERR069748,ERR069689,ERR129180,ERR068006,ERR069832,ERR069716,ERR069750,ERR069701,ERR067983,ERR067989
15	15	47	exoA	ERR124222,ERR129075,ERR069843,ERR124255,ERR065973,ERR069720,ERR068003,ERR068035,ERR129062,ERR124233,ERR069791,ERR068036,ERR065314,ERR069842,ERR129036,ERR129078,ERR069699,ERR069793,ERR129031,ERR129049,ERR067990,ERR069762,ERR067999,ERR129193
15	12	21	exoA	ERR069803,ERR069841
9	4	12	exoA	ERR069738,ERR068037,ERR129096,ERR069686,ERR069688,ERR124307,ERR129204,ERR067996,ERR065343,ERR124248,ERR069767,ERR124260,ERR069778,ERR129156,ERR069836,ERR067965,ERR124318,ERR069783
15	11	47	exoA	ERR129179,ERR124241,ERR124293,ERR069703,ERR129087,ERR067962,ERR129148,ERR069749,ERR124277,ERR129074,ERR065300,ERR065324,ERR065329,ERR129200,ERR068019,ERR129099,ERR124250,ERR124316,ERR129086,ERR069834,ERR069726,ERR129143,ERR124299,ERR068002,ERR124236,ERR068029,ERR124279,ERR129163,ERR129134,ERR065351,ERR067988,ERR129035,ERR124301,ERR069728,ERR124290,ERR129119,ERR124273,ERR129173,ERR069733,ERR129104,ERR067963,ERR067970,ERR067992,ERR124275,ERR129089,ERR068033
15	12	47	exoA	ERR069803,ERR069841
15	16b	47	exoA	ERR129151,ERR069815
15	16c	47	exoA	ERR129187,ERR129181,ERR129110,ERR129047
15	16b	21	exoA	ERR129151,ERR069815
9	16c	12	exoA	ERR124271,ERR129041,ERR124289,ERR124309,ERR129184,ERR065318
15	16c	21	exoA	ERR129187,ERR129181,ERR129047
15	9	21	exoA	ERR067980
15	16a	47	exoA	ERR129212,ERR069748,ERR069689,ERR129180,ERR068006,ERR069832,ERR069716,ERR069750,ERR069701,ERR067983,ERR067989
9	1	67	aspS	ERR129088,ERR067981,ERR129158,ERR068012,ERR069683,ERR124285,ERR129126,ERR129199
9	16b	67	aspS	ERR129151,ERR069815
16c	15	36	group_1156	ERR124222,ERR129075,ERR069706,ERR069843,ERR124255,ERR065973,ERR069720,ERR068003,ERR068035,ERR129062,ERR124233,ERR069791,ERR068036,ERR065314,ERR069842,ERR129036,ERR129078,ERR069699,ERR069793,ERR129031,ERR129049,ERR067990,ERR069762,ERR067999,ERR129193
16c	16f	72	group_1993	ERR129064
16c	7	72	group_1993	ERR124228,ERR067961,ERR124292,ERR124312,ERR069718,ERR124224,ERR124243,ERR124276,ERR129067,ERR129073
1	16c	85	trpB	ERR129181
1	5	85	trpB	ERR129196,ERR065301,ERR065342,ERR129144,ERR129077,ERR124320,ERR069818,ERR129053,ERR068010,ERR129182,ERR069799
15	16h	33	lacB	ERR124252,ERR067982
8	8	2262	group_439	ERR129081,ERR124267,ERR068050,ERR124267
6	8	1353	group_439	ERR069795
1	16c	295	lytB_1	ERR124247
16b	8	217	aspB	ERR069831,ERR129160,ERR124284,ERR129118,ERR069753,ERR069776,ERR069794
16b	16c	422	wbbI	ERR124271,ERR124218,ERR124289,ERR124309,ERR129184,ERR065318,ERR124306,ERR065312
16b	8	422	wbbI	ERR068008,ERR129108,ERR069745
1	8	62	wbbI	ERR069758
16b	1	422	wbbI	ERR129164,ERR129088,ERR069683,ERR124285
8	8	192	wbbI	ERR069758
8	16d	25	group_2033	ERR069735,ERR069819,ERR065295,ERR069782,ERR069813,ERR069838
8	15	25	group_2033	ERR124255
8	16e	25	group_2033	ERR067975
8	16a	25	group_2033	ERR124257,ERR069789,ERR068021,ERR129185,ERR067972
8	16h	25	group_2033	ERR069785,ERR129162,ERR067982,ERR065958,ERR069797,ERR069821
8	8	25	group_2033	ERR069795,ERR065970,ERR069751,ERR069711,ERR067960,ERR069691
8	16b	25	group_2033	ERR069824,ERR069729,ERR069772,ERR069806,ERR069730,ERR069816,ERR065956
8	6	25	group_2033	ERR069786,ERR129176,ERR124319,ERR129117,ERR069685,ERR129213,ERR129042,ERR124235,ERR129157,ERR124288,ERR069708,ERR129167,ERR069798,ERR124308,ERR129043,ERR065971,ERR124227,ERR129168,ERR065303,ERR068023,ERR129172,ERR124294,ERR068030,ERR065969,ERR069693,ERR069779,ERR124297,ERR124286
8	14	25	group_2033	ERR069700,ERR067966,ERR067969,ERR124314,ERR069787,ERR069744,ERR069825,ERR129128,ERR069763,ERR069747,ERR124303,ERR065963
8	16g	25	group_2033	ERR124244,ERR068016,ERR129066,ERR065304,ERR065959,ERR067991,ERR129038,ERR124230
8	16c	25	group_2033	ERR069773,ERR065302,ERR129040,ERR069792,ERR124271,ERR129044,ERR068031,ERR065354,ERR068039,ERR129041,ERR124289,ERR069692,ERR069723,ERR124309,ERR129124,ERR129184,ERR069697,ERR065321,ERR065318,ERR069810,ERR129188,ERR129056,ERR069775,ERR129194
8	13	25	group_2033	ERR069709,ERR068001,ERR068005,ERR065353,ERR065953,ERR069710,ERR129027,ERR124223,ERR069734,ERR129092,ERR069759,ERR069827,ERR069741,ERR069788,ERR069784,ERR068043,ERR129115,ERR067979
8	5	25	group_2033	ERR129196,ERR129144,ERR129077,ERR068010,ERR129182
16b	12	144	group_1298	ERR065974,ERR065341,ERR129130,ERR065965,ERR124278,ERR065289,ERR065296
16b	8	47	group_1298	ERR069795,ERR065970,ERR069751,ERR069711,ERR067960,ERR069691
11	16f	170	group_1298	ERR124226,ERR069769
1	7	12	niaR	ERR124228,ERR067961,ERR124292,ERR124312,ERR069718,ERR124224,ERR124243,ERR124276,ERR129067,ERR129073
16g	16b	30	niaR	ERR065315,ERR069739,ERR069695
16g	9	30	niaR	ERR069826,ERR069780
16g	12	30	niaR	ERR065974,ERR065341,ERR129130,ERR065965,ERR067993,ERR124278,ERR069803,ERR065289,ERR069841,ERR065296
16g	16c	30	niaR	ERR129047
14	16c	80	galK_2	ERR124247
14	3	80	galK_2	ERR065332,ERR069725,ERR129026,ERR124283,ERR065293,ERR068026,ERR065297,ERR129061,ERR065320,ERR069724,ERR068042,ERR124249,ERR129198,ERR068032,ERR124239,ERR068028,ERR124300,ERR129054,ERR129060,ERR068049
14	12	26	galK_2	ERR065974,ERR065341,ERR129130,ERR065965,ERR124278,ERR065289,ERR065296
14	1	80	galK_2	ERR069712,ERR129051,ERR065968,ERR129132,ERR069690,ERR068018,ERR069768,ERR129090,ERR068020,ERR067977,ERR069715,ERR124265,ERR129113,ERR068013,ERR124304,ERR124282,ERR129058,ERR124237
14	12	80	galK_2	ERR065974
14	12	39	galK_2	ERR065974,ERR065341,ERR129130,ERR065965,ERR124278,ERR065289,ERR065296
16b	9	245	rapA	ERR069777
16c	16f	484	rapA	ERR069840
13	16d	112	group_1511	ERR069782
7	16g	128	group_1511	ERR124244
16b	1	61	group_2495	ERR129164,ERR129088,ERR067981,ERR129158,ERR068012,ERR069683,ERR129126,ERR129199
16g	1	180	group_876	ERR124265
1	8	34	group_1863	ERR129034
9	2	113	group_545	ERR124268,ERR129068
16c	16c	396	nagC_2	ERR129187
16c	6	71	purE	ERR129167
16b	16c	365	group_3366	ERR069808
16b	16c	607	group_3366	ERR129045
10	9	53	group_63	ERR129107,ERR129155,ERR069802,ERR129106,ERR129116,ERR129147,ERR067967,ERR129161,ERR124245,ERR129192,ERR067973,ERR065331,ERR129122,ERR129100
13	5	84	group_1005	ERR129105,ERR129196,ERR129195,ERR065301,ERR065342,ERR129144,ERR129077,ERR067998,ERR124320,ERR069818,ERR069714,ERR129053,ERR068010,ERR129182,ERR069799
13	6	84	group_1005	ERR129176,ERR129117,ERR129213,ERR129042,ERR124235,ERR129157,ERR069708,ERR129167,ERR124308,ERR129043,ERR124227,ERR065303,ERR068023
13	16c	84	group_1005	ERR124271,ERR129041,ERR129181,ERR124289,ERR124309,ERR129184,ERR124258,ERR065318
13	3	84	group_1005	ERR065332,ERR069725,ERR129026,ERR069698,ERR124274,ERR124283,ERR065293,ERR124221,ERR068026,ERR065297,ERR069724,ERR068042,ERR124249,ERR129198,ERR067978,ERR124239,ERR068028,ERR124272,ERR124300,ERR129054
16g	16b	62	group_25	ERR129028,ERR129030
15	16a	26	yheH	ERR069814,ERR068007,ERR124257,ERR069789,ERR068021,ERR129185,ERR067972
15	16e	11	yheH	ERR067975
15	16g	132	yheH	ERR124244
15	13	11	yheH	ERR068005,ERR129027,ERR124223,ERR069759,ERR069741,ERR129115,ERR067979
15	16f	132	yheH	ERR069769
15	10	26	yheH	ERR068025,ERR069811,ERR129152,ERR124310,ERR065327,ERR129039,ERR065309,ERR124232,ERR067994,ERR124305,ERR129111,ERR124253,ERR124254,ERR065298,ERR129203,ERR065316,ERR124217,ERR124266,ERR124264,ERR067997,ERR069766,ERR129169,ERR124317,ERR069757,ERR129145
15	16g	11	yheH	ERR069742,ERR065294,ERR065352
15	16d	11	yheH	ERR065957
15	16d	214	group_2636	ERR069782
16c	16c	468	gtf2_4	ERR068014,ERR129094,ERR124218,ERR069820,ERR124306,ERR129084,ERR065312,ERR129095
16c	16c	457	gtf2_4	ERR129187,ERR068022,ERR129047
16c	8	468	gtf2_4	ERR068008,ERR069745,ERR069758
16c	13	457	gtf2_4	ERR069709,ERR068001,ERR065953,ERR069788,ERR068043
16c	16d	457	gtf2_4	ERR069735
16c	1	468	gtf2_4	ERR129158
16c	1	468	gtf2_4	ERR129126
16c	8	468	gtf2_4	ERR068008,ERR069745
16d	14	662	group_2496	ERR069787
16d	16c	662	group_2496	ERR069792,ERR068031,ERR065354,ERR069737,ERR069692,ERR069723,ERR069810,ERR069808
16d	8	662	group_2496	ERR129118
